Category: All categories,,Search trends for the word 'Bitcoin',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/17,0,12,4,12,7,7,5,10,12,6,6,5,10,5,16,13,4,8,7,20,6,4,0,6,6,0,23,7,8,9,11,3,11,7,5,8,9,13,8,20,10,7,12,7,23,3,10,17,11,5,5,19,4,12,17,9,11,6,5,3,7,3,6,7,6,4,3,7,5,11,2,12,3,6,4,21,9
12/3/17,19,13,3,8,6,6,4,12,15,7,4,6,7,4,17,13,5,3,8,0,4,3,0,4,4,0,21,6,6,7,10,3,10,4,4,7,5,7,6,30,6,6,11,9,25,2,7,14,6,4,4,17,4,11,9,11,9,5,5,3,7,3,6,6,5,4,2,5,4,11,3,11,3,5,4,20,9
19/3/17,18,12,3,7,5,7,4,9,9,5,5,5,7,5,17,15,6,3,7,0,4,3,0,5,4,18,17,4,6,7,12,4,9,4,4,6,5,16,6,19,7,4,10,8,26,2,0,15,6,4,5,17,3,11,8,6,10,5,5,3,6,4,5,6,5,4,2,4,4,9,2,10,3,5,4,18,9
26/3/17,20,8,3,8,5,6,4,6,4,4,6,3,5,3,15,12,4,9,4,0,4,3,15,3,5,20,0,6,5,7,10,3,11,4,3,5,7,10,5,21,7,4,10,11,26,2,12,13,0,3,4,18,3,9,8,9,10,4,5,2,6,3,4,4,6,4,2,4,3,10,2,10,3,4,3,16,10
2/4/17,19,10,2,5,4,7,4,9,12,5,3,2,6,3,16,14,4,0,5,21,5,3,0,3,3,0,33,5,6,6,10,3,11,4,4,10,6,11,4,0,7,8,10,8,26,2,0,13,11,3,4,14,3,10,3,8,9,4,4,2,6,4,4,5,5,3,2,3,3,12,2,11,2,4,3,18,9
9/4/17,20,10,2,5,4,7,3,6,11,6,5,5,6,3,17,15,5,3,5,0,4,3,0,3,4,0,17,6,5,7,9,2,11,4,3,6,8,9,6,0,4,4,10,9,39,2,8,10,10,3,2,15,3,10,12,7,9,4,4,2,7,3,4,6,5,4,1,3,3,15,2,11,3,4,3,18,9
16/4/17,24,10,3,6,5,8,3,6,9,5,3,4,7,3,25,15,4,3,6,0,5,2,0,4,4,18,17,5,5,7,8,3,10,4,3,6,5,6,7,0,6,7,9,10,25,2,7,8,12,3,4,15,3,8,5,8,10,5,4,2,7,3,3,5,5,3,2,4,3,14,2,10,3,4,3,18,10
23/4/17,0,10,3,6,4,8,4,11,6,7,3,5,4,3,26,19,5,0,7,0,3,3,15,3,3,0,32,4,5,6,9,3,10,4,3,6,8,11,8,0,9,6,12,9,49,2,15,13,6,3,5,14,5,11,9,10,10,4,4,2,7,2,5,4,5,4,2,4,3,14,2,11,4,4,3,20,8
30/4/17,0,11,5,9,7,12,6,15,8,9,6,7,8,5,28,27,5,4,6,0,5,4,16,5,6,17,0,6,10,12,12,4,13,6,4,7,8,13,8,0,7,6,17,4,50,3,8,13,13,6,6,17,4,14,9,13,11,6,7,3,8,3,6,7,8,5,3,5,4,16,3,17,4,6,5,22,12
7/5/17,21,18,7,12,9,15,8,21,12,12,6,7,12,6,51,28,8,13,8,20,7,5,0,7,6,0,16,12,12,12,15,3,16,8,7,12,7,20,13,0,10,12,17,9,37,4,18,17,12,8,12,18,6,18,17,16,14,8,11,4,10,8,9,12,9,7,6,9,6,20,3,18,6,10,6,21,17
14/5/17,23,23,7,11,14,22,9,26,17,13,8,6,13,9,34,31,7,10,8,22,7,6,0,7,7,19,38,9,28,13,22,4,24,10,8,12,10,23,11,22,10,11,23,7,0,4,8,23,11,8,11,16,8,19,16,19,14,7,9,6,11,8,12,9,9,10,6,8,8,23,4,15,12,10,7,21,19
21/5/17,34,32,17,23,20,28,17,30,20,18,12,20,24,15,57,44,9,8,16,23,15,8,16,12,14,100,20,9,40,23,27,6,29,18,10,25,14,37,19,24,17,19,34,18,0,5,17,29,21,16,19,22,21,34,28,20,24,15,14,7,18,11,21,24,18,21,7,15,16,28,10,27,14,17,14,30,29
28/5/17,23,25,11,15,12,19,11,19,20,14,12,10,16,7,46,31,6,10,14,22,10,6,15,8,8,40,0,12,23,15,18,5,23,12,7,17,13,39,12,23,12,13,23,6,27,4,17,20,21,10,12,22,10,24,23,16,18,9,9,6,14,8,14,13,13,15,5,11,10,26,6,20,10,11,9,24,19
4/6/17,25,21,9,17,13,14,11,20,18,13,11,16,15,9,39,32,6,10,15,0,13,5,16,9,9,29,0,12,19,16,17,4,19,11,7,15,15,42,15,23,13,15,22,10,35,4,8,20,7,12,14,18,12,20,22,14,19,10,11,6,17,7,14,17,13,12,5,10,10,32,6,22,11,11,9,24,19
11/6/17,36,18,10,17,18,14,12,18,15,11,14,10,18,9,36,31,9,13,14,0,11,6,0,10,11,22,19,8,20,21,18,5,20,14,7,16,19,30,18,24,18,14,24,15,27,3,24,26,0,14,15,19,13,19,26,15,20,12,11,7,19,8,15,17,14,19,6,14,10,41,6,27,12,13,10,26,29
18/6/17,48,31,8,15,11,14,9,15,18,10,11,11,14,8,38,34,7,23,14,0,10,5,16,8,7,23,18,7,20,23,15,3,18,10,5,12,21,27,15,21,14,12,21,12,26,3,0,19,13,9,11,18,11,15,15,18,19,10,8,5,26,7,13,13,11,17,5,8,7,36,6,27,9,9,8,28,29
25/6/17,23,18,9,16,12,15,9,20,16,7,10,13,13,9,41,29,5,10,22,23,12,6,0,9,8,0,18,10,19,18,15,5,21,11,7,10,22,34,22,43,16,17,24,9,26,3,8,19,19,10,10,17,10,13,23,20,21,13,10,5,29,8,14,15,10,15,6,7,9,35,8,36,9,10,7,22,27
2/7/17,25,18,7,15,7,12,7,14,14,6,10,12,11,6,34,18,4,14,16,0,7,4,17,7,10,0,18,9,15,18,13,4,18,8,7,8,17,35,10,0,9,7,24,8,26,3,37,20,14,7,10,15,6,12,12,17,19,10,9,5,21,6,11,10,10,10,5,7,8,28,6,23,8,8,5,20,23
9/7/17,41,17,8,18,10,13,8,5,11,7,8,10,13,7,27,13,4,19,16,0,11,5,19,9,11,21,39,17,21,15,16,4,31,9,7,11,17,24,15,34,13,7,28,12,27,3,15,18,11,7,11,17,8,13,17,10,19,10,10,5,19,7,14,14,10,10,6,7,11,29,5,24,8,9,6,23,22
16/7/17,23,22,10,17,12,16,9,18,14,7,12,13,15,9,32,15,7,7,18,0,11,7,39,9,10,61,20,10,20,19,17,5,27,13,8,16,20,36,17,46,11,13,29,12,0,3,16,19,23,10,10,16,10,15,15,13,22,12,12,6,21,8,14,14,13,12,5,8,11,31,5,30,12,11,8,22,24
23/7/17,0,22,9,16,12,13,9,16,12,5,11,15,17,10,27,16,6,10,13,22,11,5,19,8,12,47,19,7,21,16,16,5,23,9,8,12,19,24,18,20,11,11,24,19,28,3,19,15,10,9,10,16,9,14,14,15,21,11,10,6,22,7,13,11,12,8,5,9,8,24,4,28,10,10,7,19,26
30/7/17,45,23,13,20,14,16,12,21,20,5,13,15,22,10,22,15,7,11,17,0,13,7,0,11,10,0,18,7,18,21,17,4,27,12,11,24,23,25,14,22,13,12,25,13,65,3,15,16,10,12,12,17,11,14,20,14,22,11,9,6,21,7,18,16,14,9,6,12,14,23,6,27,11,14,9,25,24
6/8/17,32,20,14,20,14,16,12,17,27,6,12,19,22,11,26,18,8,6,15,22,14,6,41,11,13,18,18,10,24,21,20,4,29,14,10,13,22,17,14,28,17,11,30,8,54,3,18,20,16,12,13,18,12,19,16,11,24,11,11,6,21,7,15,21,16,10,6,13,11,27,7,29,13,15,10,23,22
13/8/17,0,26,19,26,18,24,18,24,24,7,19,19,29,15,40,20,15,14,34,42,23,9,42,15,16,18,28,10,32,30,25,9,35,18,14,19,32,36,24,56,18,13,39,20,36,4,40,23,12,18,21,19,17,27,25,15,29,16,13,9,31,17,20,21,23,11,8,17,20,27,10,43,19,19,13,31,29
20/8/17,21,25,14,24,16,23,14,22,11,7,16,21,22,13,30,19,13,12,17,42,16,7,0,12,15,33,18,13,23,25,25,7,30,15,12,18,27,33,17,19,22,17,29,13,54,3,13,23,23,14,18,18,13,23,20,15,28,12,10,6,20,13,16,18,18,12,6,17,14,23,7,29,15,14,10,32,25
27/8/17,28,25,15,22,16,29,14,16,25,6,14,24,21,15,21,20,8,16,19,0,18,8,0,15,15,33,0,12,29,31,32,8,26,16,13,21,29,32,21,27,21,23,27,20,25,3,33,15,19,14,17,19,15,26,18,15,25,11,14,7,25,12,20,16,19,12,6,17,14,21,8,36,13,15,11,29,27
3/9/17,36,23,19,28,17,28,14,22,39,6,19,15,21,14,17,17,11,9,16,0,14,7,0,16,17,25,16,13,39,23,30,7,30,21,18,24,29,29,17,50,20,22,31,24,25,3,14,22,13,14,18,21,16,27,9,15,31,12,14,7,24,11,24,17,20,14,7,18,19,23,8,32,21,18,10,33,31
10/9/17,45,27,21,34,21,28,17,25,40,6,14,23,29,15,16,17,12,7,20,39,22,9,18,17,15,23,27,18,41,34,39,8,35,21,19,29,25,38,24,48,24,32,40,29,53,4,21,24,15,16,19,21,17,28,28,17,32,16,15,8,26,14,27,24,24,15,8,18,21,25,10,34,23,20,13,39,32
17/9/17,22,21,15,23,16,23,12,28,16,4,14,18,19,13,23,19,9,8,18,0,13,7,0,12,12,0,0,12,30,21,26,5,27,14,15,20,17,34,14,31,20,17,32,16,0,3,19,20,17,12,16,18,13,23,20,18,30,11,11,6,19,10,19,15,21,10,6,15,15,22,12,24,17,14,9,33,28
24/9/17,20,14,12,18,12,18,10,15,18,4,11,16,14,11,26,14,8,11,17,19,11,5,0,9,12,17,19,21,24,21,22,5,26,12,12,17,17,30,15,39,18,12,26,18,26,3,15,21,15,10,13,19,13,21,27,16,28,8,10,5,16,10,14,14,16,10,4,13,12,20,7,21,13,12,8,31,22
1/10/17,0,17,11,17,13,17,9,10,28,4,11,11,16,8,18,13,9,16,13,0,10,5,17,10,13,17,19,11,19,19,22,6,25,10,13,14,17,32,16,0,13,10,28,17,0,2,24,14,26,11,14,19,11,18,11,13,23,8,10,6,18,10,15,13,16,9,4,13,12,18,7,20,13,12,7,28,21
8/10/17,19,23,20,23,23,21,16,26,16,5,15,29,19,18,25,16,9,17,19,23,15,16,18,15,14,0,55,15,29,25,27,8,29,20,17,20,22,34,20,21,22,25,37,21,26,3,16,25,25,16,23,21,17,24,21,16,35,12,14,8,22,14,20,21,23,13,6,21,18,24,14,26,24,21,12,32,28
15/10/17,42,25,21,27,25,21,16,24,22,5,17,27,23,16,36,19,11,16,16,20,16,13,20,15,14,47,44,24,23,29,27,12,34,17,18,19,22,34,19,20,24,22,37,24,26,4,16,20,30,16,21,23,20,28,24,17,41,13,12,8,21,15,22,21,25,14,6,21,18,24,11,28,23,21,12,44,27
22/10/17,21,22,23,27,22,25,17,26,28,5,21,25,26,18,35,18,11,33,17,64,19,13,0,16,16,0,18,27,26,25,29,11,30,20,18,21,22,28,19,38,24,17,36,27,50,4,24,29,27,21,23,23,21,31,21,19,39,13,15,8,24,13,24,22,27,15,7,20,21,29,10,31,27,20,13,42,35
29/10/17,35,30,32,38,30,27,25,26,25,6,24,31,32,29,34,19,13,9,31,17,29,14,0,21,19,0,18,28,33,30,37,14,35,27,23,25,25,44,40,32,41,30,39,24,25,5,35,32,21,30,33,25,34,34,24,23,43,18,17,10,27,16,29,27,36,17,9,26,27,28,16,35,29,28,18,38,41
5/11/17,20,37,33,37,32,28,27,29,25,6,21,35,35,26,32,18,10,27,24,26,31,15,13,24,21,41,0,29,33,31,33,21,38,29,26,27,26,42,30,39,34,32,42,50,36,5,33,31,27,36,29,26,28,37,29,18,44,18,19,10,28,17,32,30,38,18,10,28,29,30,17,36,28,30,19,45,35
12/11/17,53,35,38,36,31,26,30,36,42,7,21,31,32,29,29,21,15,20,31,33,26,14,14,22,16,18,28,38,45,35,33,18,41,29,25,29,29,52,29,62,39,23,46,38,24,5,25,34,25,29,33,29,27,38,35,20,43,17,21,9,34,19,36,29,38,26,11,28,29,30,23,37,31,30,20,43,44
19/11/17,41,37,33,40,32,25,25,34,33,6,24,27,30,23,46,23,12,10,33,16,26,14,14,22,18,27,45,27,37,28,34,15,44,28,22,26,21,51,26,43,34,32,42,34,25,4,11,59,51,26,32,26,23,33,30,23,45,17,21,11,28,19,33,31,34,24,10,27,27,27,21,33,30,28,19,46,41
26/11/17,65,64,72,77,69,47,60,58,50,9,47,64,67,67,60,25,22,21,59,81,55,31,20,44,36,18,45,58,77,64,80,34,68,67,42,58,67,75,72,43,65,77,75,76,55,8,75,70,78,71,56,39,52,58,57,29,72,37,42,19,73,41,70,65,63,43,20,63,67,46,43,72,58,66,51,55,69
3/12/17,100,100,100,88,92,61,99,95,68,14,77,80,95,83,99,40,36,53,92,64,90,41,26,59,49,28,80,100,92,88,98,52,97,93,54,76,76,100,91,87,97,100,93,93,81,11,84,70,74,80,100,56,81,82,100,41,100,45,56,30,95,55,90,88,80,87,27,88,86,66,53,90,86,100,76,100,91
10/12/17,49,90,93,85,73,67,91,100,79,13,99,69,89,85,90,47,45,44,88,100,86,38,13,53,58,18,47,96,92,77,96,53,89,84,74,69,73,84,72,54,91,82,90,85,51,11,100,61,56,66,90,57,78,82,96,50,94,48,50,30,81,59,82,92,80,100,32,95,81,65,67,80,88,84,69,97,97
17/12/17,88,100,96,99,97,100,100,91,100,14,100,100,100,100,100,43,45,38,100,60,100,52,15,70,57,60,55,76,100,100,100,48,97,100,63,87,100,85,100,84,100,92,100,100,62,13,98,89,85,100,91,56,100,100,87,43,97,64,60,36,100,59,100,100,100,86,30,100,100,69,69,100,100,94,78,82,96
24/12/17,75,77,63,75,61,59,62,85,49,11,61,45,77,61,86,33,24,23,69,37,60,38,31,45,43,23,57,52,68,86,74,31,96,63,46,67,55,58,69,59,87,62,75,70,27,10,38,58,71,65,62,46,60,75,58,31,70,48,43,28,69,39,67,82,72,63,23,66,59,57,47,75,64,57,47,82,81
31/12/17,77,51,46,54,50,46,47,62,56,10,47,44,51,40,66,27,31,19,57,34,47,27,15,32,35,42,29,65,59,64,52,24,100,45,35,52,45,54,57,77,60,49,61,54,57,9,63,47,60,47,42,41,46,61,55,36,67,32,32,24,41,33,51,57,52,60,18,48,41,52,37,54,49,48,36,91,63
7/1/18,58,47,48,54,53,43,45,57,37,9,46,45,46,41,70,26,19,28,46,31,35,28,0,32,30,18,17,54,57,54,45,26,96,43,34,62,37,59,54,40,54,61,55,46,78,9,63,45,53,49,49,39,40,57,45,31,63,30,32,27,42,30,52,55,47,100,19,49,44,55,32,51,49,47,34,89,58
14/1/18,75,63,60,76,62,45,60,80,72,10,53,49,62,43,55,29,20,19,67,26,50,31,19,41,34,19,48,28,75,77,57,24,95,54,37,100,46,68,55,41,69,51,69,54,47,10,48,48,57,62,52,37,45,67,53,39,63,42,35,27,58,38,62,65,63,96,23,56,54,65,35,65,55,54,43,81,81
21/1/18,38,59,36,46,40,33,38,59,43,8,32,29,38,31,48,25,14,19,45,25,36,20,25,28,25,37,22,25,48,57,37,19,75,37,25,91,36,54,41,28,39,54,51,37,34,8,43,34,51,36,34,30,26,48,41,32,48,27,28,19,38,30,44,40,42,50,16,38,33,48,25,48,39,38,28,63,43
28/1/18,24,57,39,49,41,36,42,60,43,8,44,30,43,30,39,26,16,26,43,0,33,20,0,29,24,18,26,31,59,48,41,19,68,35,26,87,39,44,42,100,49,54,48,40,58,7,52,35,59,38,35,30,26,46,50,39,46,27,25,18,39,29,44,43,45,45,15,35,38,50,28,49,40,39,30,63,46
4/2/18,64,63,50,64,50,36,50,71,72,9,47,45,61,31,39,28,20,13,59,33,47,23,20,33,26,27,32,28,67,64,43,19,71,52,29,68,45,53,60,56,71,58,70,44,63,8,44,40,33,45,43,34,33,68,60,37,49,40,29,24,54,36,60,62,54,42,17,45,48,54,36,64,55,49,36,64,63
11/2/18,25,40,27,39,28,26,27,37,32,6,26,23,33,18,36,22,13,7,22,55,23,14,13,20,17,18,25,15,28,38,28,17,60,28,28,37,26,31,32,22,37,32,40,30,25,5,21,28,39,22,24,26,16,42,45,31,31,21,20,13,31,24,28,33,33,21,12,26,25,34,20,45,31,31,19,45,38
18/2/18,16,31,26,29,25,25,23,35,43,6,23,22,29,15,34,22,12,9,26,32,21,12,12,18,14,17,15,15,32,45,26,17,57,27,21,35,30,30,29,39,31,32,34,18,31,5,37,26,27,19,21,26,15,36,30,25,36,17,15,11,27,19,27,32,29,20,9,20,22,30,20,35,26,24,17,55,38
25/2/18,30,29,18,24,20,19,20,30,36,5,18,20,25,13,20,14,9,23,17,48,18,11,12,14,12,0,46,12,26,28,20,16,47,16,14,27,19,28,24,37,27,14,29,10,67,4,37,20,40,17,17,25,12,29,22,23,29,15,13,8,24,14,20,26,24,16,8,16,16,25,17,33,19,18,13,43,32
4/3/18,16,25,18,23,19,18,19,29,32,5,16,21,25,12,34,14,10,6,22,25,15,11,0,14,23,16,31,9,23,25,19,13,44,20,13,26,19,31,22,21,23,24,26,16,45,5,25,17,26,17,18,20,12,28,27,20,26,15,15,10,23,15,20,21,23,15,8,17,16,23,15,28,21,19,14,41,30
11/3/18,17,25,17,23,19,20,19,26,24,5,15,15,24,11,25,13,9,9,19,16,17,9,14,13,12,17,16,9,23,24,18,12,42,16,13,24,22,24,22,0,20,20,28,23,0,4,44,20,17,16,16,23,12,27,25,19,28,13,13,10,23,14,22,26,21,16,8,16,17,25,17,30,22,18,14,34,33
18/3/18,42,25,16,19,18,18,18,28,29,5,16,21,23,9,22,12,7,16,28,22,14,10,13,13,12,16,32,9,26,24,17,12,38,17,13,22,22,26,17,21,22,14,24,15,24,4,27,17,22,17,16,24,10,27,20,18,26,12,11,8,21,13,21,18,21,16,7,14,15,22,16,27,20,17,13,39,30
25/3/18,17,19,15,21,15,29,17,28,26,5,16,11,18,10,30,13,8,19,20,18,14,9,0,12,9,0,41,9,21,21,15,15,34,18,20,22,20,28,17,21,21,9,25,15,25,4,21,21,17,16,13,26,9,26,16,20,29,12,11,8,21,13,20,19,19,14,7,14,16,23,15,27,19,17,13,41,29
1/4/18,27,24,15,19,15,18,16,20,19,5,16,18,17,8,20,12,9,8,13,0,12,9,13,12,13,0,27,8,21,20,21,14,32,16,14,20,18,20,21,24,22,17,21,8,40,4,11,17,19,13,12,21,9,22,21,15,29,13,12,8,21,12,19,17,18,13,6,13,12,20,12,27,18,18,12,44,25
8/4/18,20,24,14,19,15,16,15,18,18,5,13,15,17,8,23,8,8,14,21,0,12,7,0,11,11,0,0,11,22,20,16,15,30,16,12,19,24,24,18,22,21,11,22,11,23,4,31,12,17,13,13,21,9,26,22,18,30,13,10,8,24,11,18,17,17,13,6,15,10,22,12,24,18,16,11,48,27
15/4/18,0,22,12,15,15,16,12,23,19,4,11,14,20,9,24,13,8,11,11,21,12,7,13,10,9,0,21,9,18,20,14,13,31,13,12,19,16,23,18,21,18,14,21,17,24,3,19,12,12,12,13,19,8,22,18,15,26,10,10,7,19,10,15,14,16,11,6,14,13,17,10,23,14,15,10,43,21
22/4/18,20,21,13,15,13,16,14,22,16,5,12,15,15,9,23,11,6,11,13,0,15,7,26,10,11,0,24,5,17,16,14,14,33,14,11,19,15,21,14,0,14,11,21,14,47,3,23,13,46,12,13,22,9,23,23,15,24,11,9,8,18,10,15,12,17,13,6,12,12,19,12,23,13,15,11,40,21
